timestamp,link,Make Model,Capacity,Condition,recycler 1,price 1,recycler 2,price 2,recycler 3,price 3,gbp_hkd_rate,gbp_aud_rate
timestamp,link,Make Model,Capacity,Condition,recycler 1,price 1,recycler 2,price 2,recycler 3,price 3,gbp_hkd_rate,gbp_aud_rate
timestamp,link,Make Model,Capacity,Condition,recycler 1,price 1,recycler 2,price 2,recycler 3,price 3,gbp_hkd_rate,gbp_aud_rate
